dataset,image_id,node_id,yx,r0,r1,r2,theta12_deg,m_node,R_m,c0,c1,c2,tariff_residual,qc_pass,qc_pass_strict,e0x,e0y,e1x,e1y,e2x,e2y,svd_ratio_e0,svd_ratio_e1,svd_ratio_e2,seg_variant,seg_thresh_type,seg_thresh_value,m_source_chosen,parent_ambiguous,px_size_um,note,m_angleonly,R_m_holdout,cfg_min_angle_deg,cfg_max_angle_deg,cfg_min_branch_len_px,cfg_tangent_len_px,cfg_svd_ratio_min,cfg_dedup_radius_px,cfg_strict_qc,cfg_m_min,cfg_m_max,cfg_symmetric_ratio_tol,cfg_angle_auto,cfg_angle_auto_pctl,cfg_min_angle_floor_deg,cfg_px_size_um,args_profile,args_seg_method,args_thresh_method,args_radius_jitter_frac
CHASE_DB1__sato+otsu,Image_01L,0,"(109, 678)",4.16295051574707,1.0,3.457793394724528,97.69734499854837,0.4533333333333333,0.06790634989738464,0.3469683527946472,0.29106032848358154,0.36197134852409363,4.000435175840658e-17,True,True,0.8588657379150391,-0.5122008323669434,-0.7538954615592957,-0.6569944024085999,-0.5500975251197815,0.8351004123687744,18.94106101989746,8.866901397705078,10.933562278747559,sato+otsu,otsu,0.146484375,grid,True,,"m_sources_evaluated=['solver','symmetric','grid']",0.44280819892883305,0.07187416404485703,10.0,170.0,10,16,3.5,3,True,0.2,4.0,1.08,False,5.0,10.0,,none,sato,otsu,0.0
CHASE_DB1__sato+otsu,Image_01L,1,"(138, 524)",7.0,1.0,3.198752005894979,25.081318684713935,0.5166666666666666,0.2350449413061142,0.27514562010765076,0.684253990650177,0.040600381791591644,1.247999185336247e-15,True,True,0.09252461045980453,0.9957104325294495,-0.13400068879127502,-0.9909812808036804,0.29871582984924316,-0.9543421268463135,18.422565460205078,4.331516265869141,6.756364345550537,sato+otsu,otsu,0.146484375,grid,False,,"m_sources_evaluated=['solver','symmetric','grid']",0.525558379292488,0.23709414899349213,10.0,170.0,10,16,3.5,3,True,0.2,4.0,1.08,False,5.0,10.0,,none,sato,otsu,0.0
CHASE_DB1__sato+otsu,Image_01L,2,"(154, 655)",8.062257766723633,1.0,2.3874258995056152,8.573544590054578,0.42166666666666663,0.8813818097114563,0.09539005160331726,0.0,0.9046099185943604,1.1685152344431222,False,False,-0.8724249005317688,0.4887482225894928,0.05115898698568344,-0.9986905455589294,0.1994713395833969,-0.9799036979675293,10.527316093444824,5.37814474105835,10.065549850463867,sato+otsu,otsu,0.146484375,grid,True,,"m_sources_evaluated=['solver','symmetric','grid']; soft_angle_clamp",0.4283747494220733,0.8857926726341248,10.0,170.0,10,16,3.5,3,True,0.2,4.0,1.08,False,5.0,10.0,,none,sato,otsu,0.0
CHASE_DB1__sato+otsu,Image_01L,3,"(166, 636)",7.97474733988444,5.699673175811768,3.6666666666666665,57.118761360248705,1.0866666666666664,0.10247033834457397,0.3497978150844574,0.4051033556461334,0.24509882926940918,1.0493225940512429e-15,True,True,0.8930794596672058,-0.44989901781082153,-0.9778345227241516,0.20937924087047577,-0.3550296723842621,0.934855043888092,16.59666633605957,15.859920501708984,15.410882949829102,sato+otsu,otsu,0.146484375,grid,True,,"m_sources_evaluated=['solver','symmetric','grid']",1.0771393582224849,0.10307375341653824,10.0,170.0,10,16,3.5,3,True,0.2,4.0,1.08,False,5.0,10.0,,none,sato,otsu,0.0
CHASE_DB1__sato+otsu,Image_01L,4,"(181, 612)",5.887301127115886,5.494728088378906,5.699673175811768,148.0629730340558,0.2,0.35982969403266907,0.2706490755081177,0.46270570158958435,0.266645222902298,8.897389648821098e-17,True,True,-0.9700928330421448,0.2427344173192978,0.7042312622070312,-0.7099706530570984,-0.22206661105155945,0.9750314950942993,12.546813011169434,5.802936553955078,9.325226783752441,sato+otsu,otsu,0.146484375,grid,True,,"m_sources_evaluated=['solver','symmetric','grid']",0.2,0.35982969403266907,10.0,170.0,10,16,3.5,3,True,0.2,4.0,1.08,False,5.0,10.0,,none,sato,otsu,0.0
CHASE_DB1__sato+otsu,Image_01L,5,"(186, 612)",6.270147482554118,5.033006509145101,3.457793394724528,118.25958871955899,0.2,0.49817991256713867,0.49061450362205505,0.5093854665756226,0.0,0.009454826644552083,True,True,0.42707645893096924,-0.9042155146598816,-0.4164150059223175,0.9091746807098389,0.9979703426361084,-0.06368112564086914,7.383840084075928,12.39342975616455,10.552569389343262,sato+otsu,otsu,0.146484375,solver,True,,"m_sources_evaluated=['solver','symmetric','grid']",0.2,0.49817991256713867,10.0,170.0,10,16,3.5,3,True,0.2,4.0,1.08,False,5.0,10.0,,none,sato,otsu,0.0
CHASE_DB1__sato+otsu,Image_01L,6,"(206, 603)",5.0,5.0,3.3333333333333335,102.00159785404348,2.1638445913791653,0.058786001056432724,0.3541083037853241,0.3591419458389282,0.2867497503757477,5.385775948716393e-15,True,True,0.4739123582839966,-0.8805720210075378,-0.737529993057251,0.6753144860267639,0.8139144778251648,0.5809847116470337,12.600679397583008,8.73563289642334,5.135216236114502,sato+otsu,otsu,0.146484375,solver,True,,"m_sources_evaluated=['solver','symmetric','grid']",2.1638445913791653,0.058786001056432724,10.0,170.0,10,16,3.5,3,True,0.2,4.0,1.08,False,5.0,10.0,,none,sato,otsu,0.0
CHASE_DB1__sato+otsu,Image_01L,7,"(230, 347)",4.082070350646973,3.635371446609497,4.824045340220134,121.38752104610026,0.485,0.3160095512866974,0.418075293302536,0.14576879143714905,0.43615591526031494,1.3053312828145244e-16,True,True,-0.20657360553741455,-0.9784311056137085,-0.9985143542289734,-0.054489657282829285,0.47353407740592957,0.880775511264801,16.26723861694336,7.932797908782959,5.40313720703125,sato+otsu,otsu,0.146484375,grid,True,,"m_sources_evaluated=['solver','symmetric','grid']",0.471626853942871,0.3175640404224396,10.0,170.0,10,16,3.5,3,True,0.2,4.0,1.08,False,5.0,10.0,,none,sato,otsu,0.0
CHASE_DB1__sato+otsu,Image_01L,8,"(242, 354)",2.1595695416132608,3.5223986307779946,2.1595695416132608,73.04838530713322,0.2,0.5225947499275208,0.49934935569763184,0.0019240349065512419,0.49872660636901855,1.731855806516199e-16,True,True,-0.9111984968185425,-0.4119676351547241,0.6627899408340454,-0.7488054633140564,0.9095165133476257,0.4156678318977356,5.067123889923096,5.17445182800293,4.725700855255127,sato+otsu,otsu,0.146484375,grid,False,,"m_sources_evaluated=['solver','symmetric','grid']",0.2,0.5225947499275208,10.0,170.0,10,16,3.5,3,True,0.2,4.0,1.08,False,5.0,10.0,,none,sato,otsu,0.0
CHASE_DB1__sato+otsu,Image_01L,9,"(271, 364)",5.128388245900472,3.0540925661722818,2.1595695416132608,20.188812685008365,0.9916666666666665,0.7914665341377258,0.1934594362974167,0.8065405488014221,0.0,1.7919800665224639,True,False,0.5093622207641602,0.8605522513389587,-0.938560426235199,-0.34511497616767883,-1.0,0.0,19.070171356201172,6.837533950805664,3.5,sato+otsu,otsu,0.146484375,grid,True,,"m_sources_evaluated=['solver','symmetric','grid']",1.0020525842905041,0.7938867211341858,10.0,170.0,10,16,3.5,3,True,0.2,4.0,1.08,False,5.0,10.0,,none,sato,otsu,0.0
